"","team","experience","salary","points3","points2","points1","points","off_rebounds","def_rebounds","assists","steals","blocks","turnovers","fouls","efficiency"
"327","OKC",2,0.980431,43,103,86,421,38,161,46,33,75,41,144,6.6025641025641
"328","OKC",1,1.19148,2,4,0,14,4,5,3,0,3,0,0,11.5
"329","OKC",4,4.8375,7,27,13,88,8,40,9,7,5,11,29,2.90625
"330","OKC",12,3.75,0,14,5,33,9,22,12,2,2,4,17,3.2
"331","OKC",5,0.247991,3,13,8,43,0,11,14,8,0,7,18,2.38461538461538
"332","OKC",8,26.5401,200,624,710,2558,137,727,840,132,31,438,190,33.8271604938272
"333","OKC",0,0.543471,12,65,17,183,19,68,130,28,7,43,79,3.625
"334","OKC",3,3.140517,0,374,157,905,281,332,86,89,78,146,195,15.55
"335","OKC",7,8.95,1,88,28,207,38,65,13,14,15,28,40,9.69565217391304
"336","OKC",3,6.55296,127,285,116,1067,39,252,176,78,21,119,155,14.2686567164179
"337","MEM",0,0.945,43,74,148,425,23,113,198,53,21,85,194,6.375
"338","MEM",8,5.7,0,83,23,189,31,47,15,11,20,10,42,8.53571428571429
"339","MEM",5,22.11675,25,50,35,210,6,78,55,20,5,24,52,5.73529411764706
"340","MEM",0,1.369229,0,24,10,58,20,40,2,3,17,8,40,2.80555555555556
"341","MEM",2,2.898,51,95,86,429,69,190,64,46,19,59,165,8.734375
"342","MEM",2,0.980431,55,195,134,689,167,377,84,47,34,94,248,13.2597402597403
"343","MEM",1,1.28616,9,49,40,165,42,120,8,17,9,28,91,5.47619047619048
"344","MEM",8,21.165675,104,428,278,1446,60,404,338,67,99,166,171,21.1621621621622
"345","MEM",9,26.5401,171,293,316,1415,31,210,433,92,19,156,126,20.9710144927536
"346","MEM",7,0.603558,7,36,24,117,13,48,56,18,5,21,50,6.54166666666667
"347","MEM",12,5.505618,15,259,80,643,166,225,98,115,29,100,178,11.3380281690141
"348","MEM",3,3.33294,138,47,43,551,22,78,46,20,4,45,90,5.29850746268657
"349","MEM",18,4.264057,112,81,88,586,36,191,133,60,36,50,163,9.15068493150685
"350","MEM",0,1.79376,3,33,31,106,11,35,61,18,7,39,40,3.45454545454545
"351","MEM",0,0.083119,3,17,12,55,1,10,12,4,1,9,12,3.45454545454545
"352","MEM",15,10.361445,21,412,141,1028,182,416,122,38,10,99,136,15.2602739726027
"353","POR",6,7.680965,70,113,96,532,77,374,99,60,44,94,102,12.6065573770492
"354","POR",3,18.5,134,169,105,845,19,207,94,54,20,62,171,10.3037974683544
"355","POR",3,3.219579,185,507,268,1837,60,229,285,72,42,172,202,19.725
"356","POR",4,24.328425,214,447,488,2024,46,322,440,68,20,197,152,24.52
"357","POR",6,6.666667,0,75,50,200,96,148,26,15,22,37,137,8.08695652173913
"358","POR",6,16.393443,31,204,85,586,36,211,205,53,24,100,121,10.4615384615385
"359","POR",0,0.6,13,13,13,78,6,18,11,9,3,11,22,1.34285714285714
"360","POR",2,1.92132,0,120,64,304,65,142,63,25,38,62,73,21.3
"361","POR",4,8.988764,68,246,77,773,125,216,88,85,70,86,214,11.8701298701299
"362","POR",4,9.213484,74,72,35,401,27,210,71,13,28,35,172,6.45945945945946
"363","POR",2,2.75136,7,123,60,327,131,256,31,30,27,64,154,7.62162162162162
"364","POR",1,0.874636,17,20,7,98,10,42,28,6,2,17,23,3.38461538461538
"365","POR",2,1.35012,34,39,38,218,8,53,67,32,2,41,38,4.11320754716981
"366","DEN",7,0.495227,0,3,5,11,4,11,6,5,1,4,14,1.46153846153846
"367","DEN",7,15.05,126,209,349,1145,39,286,135,40,15,82,93,17.8571428571429
"368","DEN",7,8.070175,53,42,19,262,25,87,42,19,21,36,76,7.24390243902439
"369","DEN",1,3.2418,56,152,131,603,29,149,217,41,13,123,95,10
"370","DEN",2,1.65588,107,213,104,851,48,130,164,71,8,76,92,14.8947368421053
"371","DEN",0,3.21084,115,180,106,811,41,173,170,51,24,113,124,8.63414634146342
"372","DEN",12,4.540525,106,162,45,687,28,164,385,54,8,128,197,11.2533333333333
"373","DEN",2,0.15,0,1,1,3,1,1,2,1,0,0,3,3.5
"374","DEN",0,1.98744,46,55,57,305,43,144,29,30,12,31,62,6.29032258064516
"375","DEN",5,12.078652,0,228,131,587,183,279,55,43,40,59,124,14.4590163934426
"376","DEN",0,1.62732,9,24,8,83,5,12,11,7,0,8,10,3.09090909090909
"377","DEN",3,2.32853,0,99,47,245,50,123,70,19,29,46,77,14.037037037037
"378","DEN",16,3.5,8,1,2,28,2,36,22,2,0,13,9,3.15
"379","DEN",1,1.3585,45,449,188,1221,212,506,359,61,55,171,214,25.2465753424658
"380","DEN",8,5,0,2,0,4,1,1,1,0,2,1,3,1.16666666666667
"381","DEN",4,3.533333,87,208,143,820,58,201,206,48,28,97,110,14.1
"382","DEN",8,11.2,110,323,141,1117,103,357,141,51,30,114,172,15.8591549295775
"383","NOP",6,4.6,0,89,29,207,46,131,12,20,22,31,77,7.87179487179487
"384","NOP",4,22.11675,40,730,519,2099,172,712,157,94,167,181,168,31.1466666666667
"385","NOP",0,0.543471,0,36,15,87,23,50,4,4,7,7,17,7.17647058823529
"386","NOP",7,2.97825,71,103,16,435,56,221,37,39,28,28,100,8.96969696969697
"387","NOP",6,16.9579,36,106,94,414,37,174,66,25,19,62,75,27.8823529411765
"388","NOP",4,0.576724,11,46,25,150,26,75,32,18,11,31,55,5.17647058823529
"389","NOP",5,8.081363,77,206,57,700,33,119,164,50,32,62,131,9.35616438356164
"390","NOP",11,0.091274,0,2,2,6,0,0,5,2,0,3,4,4.5
"391","NOP",4,0.234915,37,68,20,267,4,30,57,11,2,25,30,11.9473684210526
"392","NOP",7,11.286518,100,305,119,1029,46,218,488,100,44,194,133,17.8208955223881
"393","NOP",6,9.904494,0,31,23,85,48,115,15,5,10,14,51,6.90322580645161
"394","NOP",7,3,2,3,0,12,1,1,0,0,0,2,3,8
"395","NOP",0,0.079922,6,16,2,52,1,3,14,3,0,5,7,5.33333333333333
"396","NOP",6,0.252676,5,3,6,27,2,4,4,3,0,0,2,4
"397","NOP",3,11.241218,94,89,103,563,51,256,141,72,32,82,182,8.9125
"398","NOP",2,2.09,40,123,98,464,34,139,335,56,6,101,133,10.1692307692308
"399","DAL",0,0.65,5,12,9,48,8,28,4,1,13,10,21,2.54545454545455
"400","DAL",0,0.031969,0,0,0,0,0,2,0,0,0,1,1,-0.666666666666667
"401","DAL",3,1.015696,0,3,2,8,3,4,0,2,0,0,3,13
"402","DAL",12,4.228,58,78,107,437,11,116,136,43,7,57,101,7.16923076923077
"403","DAL",18,25,79,217,98,769,23,330,82,30,38,51,113,15.2777777777778
"404","DAL",0,0.543471,56,68,46,350,55,167,67,52,25,45,125,5.51851851851852
"405","DAL",2,8.375,21,173,107,516,93,213,49,61,39,34,135,9.35064935064935
"406","DAL",4,22.11675,78,521,242,1518,93,301,116,65,15,102,128,16.2784810126582
"407","DAL",10,4.09695,53,89,44,381,9,75,193,14,1,63,30,11.4857142857143
"408","DAL",0,0.063938,3,13,5,40,8,14,9,2,4,3,8,5.55555555555556
"409","DAL",0,0.680937,15,20,21,106,1,21,26,8,0,21,21,4.29411764705882
"410","DAL",3,0.119494,0,3,2,8,3,6,2,0,0,2,1,0.75
"411","DAL",2,4.38449,0,77,34,188,47,103,20,22,24,22,55,14.1363636363636
"412","DAL",0,0.543471,29,23,17,150,26,69,47,17,8,26,43,3.64814814814815
"413","DAL",0,0.105498,3,10,6,35,1,8,19,2,0,3,5,4.375
"414","DAL",1,0.874636,1,87,36,213,97,211,14,32,61,40,152,7.04109589041096
"415","DAL",3,2.898,137,201,85,898,25,154,189,79,7,92,126,12.5714285714286
"416","DAL",7,17.1,174,159,146,986,18,241,210,77,15,102,161,12.3013698630137
"417","SAC",8,8,90,65,61,461,51,186,77,34,20,56,109,8.55384615384615
"418","SAC",9,12.5,62,123,83,515,9,116,78,21,6,42,104,7.50819672131148
"419","SAC",3,4.008882,65,115,70,495,19,110,51,29,6,62,108,6.32786885245902
"420","SAC",0,3.5172,59,83,35,378,16,87,44,20,2,53,34,13.28
"421","SAC",7,5.229454,73,267,147,900,23,129,312,67,9,114,119,13.6470588235294
"422","SAC",6,8,82,101,58,506,32,152,168,84,28,78,141,9.64615384615385
"423","SAC",0,2.20224,0,56,12,124,24,62,20,3,17,24,44,8.09090909090909
"424","SAC",9,0.082979,4,0,0,12,1,2,9,2,0,3,1,7.5
"425","SAC",8,8.0465,0,216,38,470,118,285,47,36,48,61,172,10.4647887323944
"426","SAC",2,5.2,19,23,11,114,7,28,28,6,1,18,20,5.42105263157895
"427","SAC",0,1.43988,8,20,15,79,3,20,11,5,1,8,23,3.04545454545455
"428","SAC",10,13.333333,42,159,118,562,35,155,83,44,26,74,79,19
"429","SAC",0,1.18884,3,114,52,289,51,111,27,16,13,37,64,10.5151515151515
"430","SAC",7,1.315448,34,203,173,681,44,135,334,74,6,129,119,11.8260869565217
"431","SAC",7,10.661286,21,38,24,163,7,44,33,12,5,22,19,10.5714285714286
"432","SAC",1,3.55116,0,255,101,611,85,254,80,53,44,69,147,10.4266666666667
"433","MIN",2,2.02224,3,20,14,63,9,24,7,8,7,8,32,4.11111111111111
"434","MIN",2,6.0066,103,606,412,1933,102,226,189,82,30,187,183,16.8780487804878
"435","MIN",8,3.5,44,26,13,197,16,83,45,22,23,28,42,5.02127659574468
"436","MIN",6,7.643979,0,45,15,105,51,107,25,25,23,17,85,4.37096774193548
"437","MIN",3,2.348783,16,316,136,816,188,459,158,88,95,107,254,16.3048780487805
"438","MIN",7,0.635753,0,1,0,2,0,0,1,2,0,0,0,0.4
"439","MIN",7,3.91138,0,5,2,12,8,6,0,1,0,4,9,2.14285714285714
"440","MIN",1,5.96016,101,701,356,2061,296,711,220,56,103,212,241,30.3048780487805
"441","MIN",0,3.87252,21,97,36,293,24,142,188,78,36,89,178,5.82051282051282
"442","MIN",1,3.8,56,95,45,403,57,187,79,40,20,59,154,7.78461538461538
"443","MIN",5,13.55,60,201,254,836,68,237,682,128,10,195,202,17.9466666666667
"444","MIN",3,3.046299,49,239,147,772,84,136,35,22,6,56,86,8.28205128205128
"445","MIN",1,1.33968,26,49,33,209,10,57,156,48,5,38,50,5.51666666666667
"446","MIN",2,2.24088,120,206,117,889,19,141,139,41,10,85,104,15.8936170212766
"447","LAL",0,5.28168,55,221,133,740,60,256,166,50,36,116,158,8.87341772151899
"448","LAL",9,7.6,5,48,18,129,11,41,36,24,8,19,29,6.5
"449","LAL",1,5.3328,135,216,147,984,31,190,303,87,16,176,130,13.9365079365079
"450","LAL",0,0.137466,1,46,25,120,17,46,14,13,7,11,36,7.9
"451","LAL",0,1.034956,0,126,32,284,41,118,30,14,33,30,66,9.5
"452","LAL",2,12.5,117,360,134,1205,49,197,213,88,8,164,150,11.8048780487805
"453","LAL",2,3.26712,17,360,204,975,150,486,264,49,37,173,248,17.7567567567568
"454","LAL",12,18,51,113,46,425,63,232,74,48,20,43,61,9.67857142857143
"455","LAL",16,1.551659,9,10,10,57,5,15,11,10,2,7,18,1.52
"456","LAL",9,5.443918,170,102,77,791,25,113,58,37,14,36,137,10.4666666666667
"457","LAL",2,6.191,1,149,82,383,144,199,39,29,44,58,173,9.08955223880597
"458","LAL",4,1.050961,0,105,31,241,84,139,31,26,9,46,76,7.45833333333333
"459","LAL",6,16,0,169,63,401,104,160,43,16,31,72,133,9.42592592592593
"460","LAL",2,1.73388,21,44,19,170,5,21,52,19,2,21,29,7.54545454545455
"461","PHO",1,0.874636,0,138,70,346,94,198,23,27,32,37,125,10.8936170212766
"462","PHO",3,4.823621,3,227,150,613,156,354,44,38,98,102,242,11.8181818181818
"463","PHO",5,12.60625,45,164,132,595,25,93,130,27,5,88,87,8.31481481481481
"464","PHO",0,0.543471,3,65,29,168,39,40,12,14,13,13,63,6.5
"465","PHO",1,2.2236,147,459,367,1726,46,203,268,72,21,241,242,15.3333333333333
"466","PHO",0,4.27632,28,29,4,146,23,80,23,10,22,32,74,3.74418604651163
"467","PHO",2,0.023069,0,1,1,3,3,3,1,0,0,2,2,0.5
"468","PHO",6,14,104,345,388,1390,52,268,418,91,31,224,164,20.7727272727273
"469","PHO",9,10.47,77,80,43,434,31,194,121,42,16,73,154,8.65625
"470","PHO",1,0.102898,4,2,8,24,1,6,0,1,0,1,1,3.4
"471","PHO",4,0.469841,1,1,2,7,0,1,1,0,0,0,0,1.5
"472","PHO",13,4,35,137,40,419,15,89,81,31,8,48,82,5.52238805970149
"473","PHO",0,2.94144,72,212,113,753,96,252,60,67,70,108,263,9.4390243902439
"474","PHO",11,0.465143,3,1,3,14,3,8,18,11,1,3,14,2.21428571428571
"475","PHO",2,2.12892,26,377,119,951,125,214,75,76,39,57,175,14.8030303030303
"476","PHO",0,0.918369,21,163,55,444,20,75,226,48,5,77,73,7.73770491803279
"477","PHO",15,12.415,0,153,91,397,153,386,30,33,24,65,126,18.0851063829787
